class,reg,no_account,account,root_type,account_type,is_group
6,5,61254,Achats de fournitures de bureau,,Cost of Goods Sold,0
6,4,6126,"Achats de travaux, etudes et prestations de service",,Cost of Goods Sold,1
6,5,61261,Achats des travaux,,Cost of Goods Sold,0
6,5,61262,Achats des etudes,,Cost of Goods Sold,0
6,5,61263,Achats des prestations de service,,Cost of Goods Sold,0
6,4,6128,Achats de matieres et de fournitures des exercices anterieurs,,Cost of Goods Sold,0
6,4,6129,"Rabais, remises et ristournes obtenus sur achats consommes de matieres et fournitures",,,1
6,5,61291,"Rabais, remises et ristournes obtenus sur achats de matieres premieres",,,0
6,5,61292,"Rabais, remises et ristournes obtenus sur achats de matieres et fournitures consommables",,,0
6,5,61293,"Rabais, remises et ristournes obtenus sur achats des emballages",,,0
6,5,61295,"Rabais, remises et ristournes obtenus sur achats non stockes",,,0
6,5,61296,"Rabais, remises et ristournes obtenus sur achats de travaux, etudes et prestations de service",,,0
6,5,61298,"Rabais, remises et ristournes obtenus sur achats de matieres et fournitures des exercices anterieurs",,,0
6,3,613,Autres charges externes,,,1
6,4,6131,Locations et charges locatives,,,1
6,5,61311,Locations de terrains,,,0
6,5,61312,Locations de constructions,,,0
6,5,61313,Locations de materiel et d'outillage,,,0
6,5,61314,Locations de mobilier et de materiel de bureau,,,0
6,5,61315,Locations de materiel informatique,,,0
6,5,61316,Locations de materiel de transport,,,0
6,5,61317,Malis sur emballages rendus,,,0
6,5,61318,Locations et charges locatives diverses,,,0
6,4,6132,Redevances de credit-bail,,,1
6,5,61321,Redevances de credit-bail - mobilier et materiel,,,0
6,4,6133,Entretien et reparations,,,1
6,5,61331,Entretien et reparations des biens immobiliers,,,0
6,5,61332,Entretien et reparations des biens mobiliers,,,0
6,5,61335,Maintenance,,,0
6,4,6134,Primes d'assurances,,,1
6,5,61341,"Assurances multirisque (vol, incendie,R,C,)",,,0
6,5,61343,Assurances - risques d'exploitation,,,0
6,5,61345,Assurances - Materiel de transport,,,0
6,5,61348,Autres assurances,,,0
6,4,6135,Remunerations du personnel exterieur a l'entreprise,,,1
6,5,61351,Remunerations du personnel occasionnel,,,0
6,5,61352,Remunerations du personnel interimaire,,,0
6,5,61353,Remunerations du personnel detache ou prete a l'entreprise,,,0
6,4,6136,Remunerations d'intermediaires et honoraires,,,1
6,5,61361,Commissions et courtages,,,0
6,5,61365,Honoraires,,,0
6,5,61367,Frais d'actes et de contentieux,,,0
6,4,6137,"Redevances pour brevets, marques, droits et valeurs similaires",,,1
6,5,61371,Redevances pour brevets,,,0
6,5,61378,Autres redevances,,,0
6,3,614,Autres charges externes,,,1
6,4,6141,"Etudes, recherches et documentation",,,1
6,5,61411,Etudes generales,,,0
6,5,61413,Recherches,,,0
6,5,61415,Documentation generale,,,0
6,5,61416,Documentation technique,,,0
6,4,6142,Transports,,,1
6,5,61421,Transports du personnel,,,0
6,5,61425,Transports sur achats,,,0
6,5,61426,Transports sur ventes,,,0
6,5,61428,Autres transports,,,0
6,4,6143,"Deplacements, missions et receptions",,,1
6,5,61431,Voyages et deplacements,,,0
6,5,61433,Frais de demenagement,,,0
6,5,61435,Missions,,,0
6,5,61436,Receptions,,,0
6,4,6144,"Publicite, publications et relations publiques",,,1
6,5,61441,Annoces et insertions,,,0
6,5,61442,"Echantillons, catalogues et imprimes publicitaires",,,0
6,5,61443,Foires et expositions,,,0
6,5,61444,Primes de publicite,,,0
6,5,61446,Publications,,,0
6,5,61447,Cadeaux a la clientele,,,0
6,5,61448,Autres charges de publicite et relations publiques,,,0
6,4,6145,Frais postaus et frais de telecommunications,,,1
6,5,61451,Frais postaux,,,0
6,5,61455,Frais de telephone,,,0
6,5,61456,Frais de telex et de telegrammes,,,0
6,4,6146,Cotisations et dons,,,1
6,5,61461,Cotisations,,,0
6,5,61462,Dons,,,0
6,4,6147,Services bancaires,,,1
6,5,61471,Frais d'achat et de vente des titres,,,0
6,5,61472,Frais sur effets de commerce,,,0
6,5,61473,Frais et commisions sur services bancaires,,,0
6,4,6148,Autres charges externes des exercices anterieurs,,,0
6,4,6149,"Rabais, remises et ristournes obtenus sur autres charges externes",,,0
6,3,616,Impots et taxes,,,1
6,4,6161,Impots et taxes directs,,,1
6,5,61611,Taxe urbaine et taxe d'edilite,,,0
6,5,61612,Patente,,,0
6,5,61615,Taxes locales,,,0
6,4,6165,Impots et taxes directs,,,0
6,4,6167,"Impots, taxes et droits assimiles",,,1
6,5,61671,Droits d’enregistrement et de timbre,,,0
6,5,61673,Taxes sur les vehicules,,,0
6,5,61678,"Autres impots, taxes et droits assimiles",,,0
6,4,6168,Impots et taxes des exercices anterieurs,,,0
6,3,617,Charges de personnel,,,1
6,4,6171,Remunerations du personnel,,,1
6,5,61711,Appointements et salaires,,,0
6,5,61712,Primes et gratifications,,,0
6,5,61713,Indemnites et avantages divers,,,0
6,5,61714,Commissions au personnel,,,0
6,5,61715,"Remunerations des administrateurs, gerants et associes",,,0
6,4,6174,Charges sociales,,,1
6,5,61741,Cotisations de securite sociale,,,0
6,5,61742,Cotisations aux caisses de retraite,,,0
6,5,61743,Cotisations aux mutuelles,,,0
6,5,61744,Prestations familiales,,,0
6,5,61745,Assurances accidents de travail,,,0
6,4,6176,Charges sociales diverses,,,1
6,5,61761,Assurances groupe,,,0
6,5,61762,Prestations de retarites,,,0
6,5,61763,Allocations aux œuvres sociales,,,0
6,5,61764,Habillement et vetements de travail,,,0
6,5,61765,Indemnites de preavis et de licenciement,,,0
6,5,61766,"Medecine de travail, pharmacie",,,0
6,5,61768,Autres charges sociales diverses,,,0
6,4,6177,Remuneration de l'exploitant,,,1
6,5,61771,Appointements et salaires,,,0
6,5,61774,Charges sociales sur appointements et salaires de l’exploitant,,,0
6,4,6178,Charges du personnel des exercices anterieurs,,,0
6,3,618,Autres charges d'exploitation,,,1
6,4,6181,Jetons de presence,,,0
6,4,6182,Pertes sur creances irrecouvrables,,,0
6,4,6185,Pertes sur operations faites en commun,,,0
6,4,6186,Transfert de profits sur operations faites en commun,,,0
6,4,6188,Autres charges d’exploitation des exercices anterieurs,,,0
6,3,619,Dotations d’exploitation,,,1
6,4,6191,Dotations d’exploitation aux amortissements de l’immobilisation en non valeur,,,1
6,5,61911,D.E.A. des frais preliminaires,,,0
6,5,61912,D.E.A. des charges a repartir,,,0
6,4,6192,Dotations d’exploitation aux amortissements des immobilisations incorporelles,,,1
6,5,61921,D.E.A. de l’immobilisation en recherche et developpement,,,0
6,5,61922,"D.E.A. des brevets, marques, droits et valeurs similaires",,,0
6,5,61923,D.E.A. du fonds commercial,,,0
6,5,61928,D.E.A. des autres immobilisations incorporelles,,,0
6,4,6193,Dotations d’exploitation aux amortissements des immobilisations corporelles,,,1
6,5,61931,D.E.A. des terrains,,,0
6,5,61932,D.E.A. des constructions,,,0
6,5,61933,"D.E.A. des installations techniques, materiel et outillage",,,0
6,5,61934,D.E.A. du materiel de transport,,,0
6,5,61935,"D.E.A. des mobiliers, materiels de bureau et amenagements divers",,,0
6,5,61938,D.E.A. des autres immobilisations corporelles,,,0
6,4,6194,Dotations d’exploitation aux provisions pour depreciation des immobilisations,,,1
6,5,61942,D.E.P. pour depreciation des immobilisations incorporelles,,,0
6,5,61943,D.E.P. pour depreciation des immobilisations corporelles,,,0
6,4,6195,Dotations d’exploitation aux provisions pour risques et charges,,,1
6,5,61955,D.E.P. pour risques et charges durables,,,0
9,5,91957,D.E.P. pour risques et charges momentanes,,,0
6,4,6196,Dotations d’exploitation aux provisions pour depreciations de l’actif circulant,,,1
6,5,61961,D.E.P. pour depreciation des stocks,,,0
6,5,61964,D.E.P. pour depreciation des creances de l’actif circulant,,,0
6,4,6198,Dotations d’exploitation des exercices anterieurs,,,1
6,5,61981,D.E. aux amortissements des exercices anterieurs,,,0
6,5,61984,D.E. aux provisions des exercices anterieurs,,,0
6,2,63,CHARGES FINANCIERES,,,1
6,3,631,Charges d’interets,,,1
6,4,6311,Interets des emprunts et dettes,,,1
6,5,63111,Interets des emprunts,,,0
6,5,63113,Interets des dettes rattachees a des participations,,,0
6,5,63114,Interets des comptes courants et depots crediteurs,,,0
6,5,63115,Interets bancaires et sur operations de financement,,,0
6,5,63118,Autres interets des emprunts et dettes,,,0
6,4,6318,Charges d’interets des exercices anterieurs,,,0
6,3,633,Pertes de change,,,1
6,4,6331,Pertes de change propres a l’exercice,,,0
6,4,6338,Pertes de change des exercices anterieurs,,,0
6,3,638,Autres charges financieres,,,1
6,4,6382,Pertes sur creances liees a des participations,,,0
6,4,6385,Charges nettes sur cession de titres et valeurs de placement,,,0
6,4,6386,Escomptes accordes,,,0
6,4,6388,Autres charges financieres des exercices anterieurs,,,0
6,3,639,Dotations financieres,,,1
6,4,6391,Dotations aux amortissements des primes de remboursement des obligations,,,0
6,4,6392,Dotations aux provisions pour depreciations des immobilisations financieres,,,0
6,4,6393,Dotations aux provisions pour risques et charges financieres,,,0
6,4,6394,Dotation aux provisions pour depreciation des titres et valeurs de placement,,,0
9,4,9396,Dotations aux provisions pour depreciation des compte de tresoreie,,,0
6,4,6398,Dotations financieres des exercices anterieurs,,,0
6,2,65,CHARGES NON COURANTES,,,1
6,3,651,Valeurs nettes d’amortissements des immobilisations cedees ( V.N.A ),,,1
6,4,6512,VNA des immobilisations incorporelles cedees,,,0
6,4,6513,VNA des immobilisations corporelles cedees,,,0
6,4,6514,VNA provisions des immobilisations financieres cedees (droits de propriete),,,0
6,4,6518,VNA des immobilisations cedees des exercices anterieurs,,,0
6,3,656,Subventions accordees,,,1
6,4,6561,Subventions accordees de l’exercice,,,0
6,4,6568,Subventions accordees des exercices anterieurs,,,0
6,3,658,Autres charges non courantes,,,1
6,4,6581,Penalites sur marches et dedits,,,1
6,5,65811,Penalites sur marches,,,0
6,5,65812,Dedits,,,0
6,4,6582,Rappels d’impots (autres qu’impots sur les resultats),,,0
6,4,6583,Penalites et amendes fiscales ou penales,,,1
6,5,65831,Penalites et amendes fiscales,,,0
6,5,65833,Penalites et amendes penales,,,0
6,4,6585,Creances devenues irrecouvrables,,,0
6,4,6586,"Dons, liberalites et lots",,,1
6,5,65861,Dons,,,0
6,5,65862,Liberalites,,,0
6,5,65863,Lots,,,0
6,4,6588,Autres charges non courantes des exercices anterieurs,,,0
6,3,659,Dotations non courantes,,,1
6,4,6591,Dotations aux amortissements exceptionnels des immobilisations,,,1
6,5,65911,D.A.E. de l’immobilisation en non-valeurs,,,0
6,5,65912,D.A.E. des immobilisations incorporelles,,,0
6,5,65913,D.A.E. des immobilisations corporelles,,,0
6,4,6594,Dotations non courantes aux provisions reglementees,,,1
6,5,65941,D.N.C. pour amortissements derogatoires,,,0
6,5,65942,D.N.C. pour plus-values en instance d'imposition,,,0
6,5,65944,D.N.C. pour investissements,,,0
6,5,65945,D.N.C. pour reconstitution de gisements,,,0
6,5,65946,D.N.C. pour acquisition et construction de logements,,,0
6,4,6595,Dotations non courantes aux provisions pour risques et charges,,,1
6,5,65955,D.N.C. aux provisions pour risques et charges durables,,,0
6,5,65957,D.N.C. aux provisions pour risques et charges momentanes,,,0
6,4,6596,Dotations non courantes aux provisions pour depreciation,,,1
6,5,65962,D.N.C. aux provisions pour depreciation de l’actif immobilise,,,0
6,5,65963,D.N.C. aux provisions pour depreciation de l’actif circulant,,,0
6,4,6598,Dotations non courantes des exercices anterieurs,,,0
6,2,67,IMPOTS SUR LES RESULTATS,,,1
6,3,670,Impots sur les resulatats,,,1
6,4,6701,Impots sur les benefices,,,0
6,4,6705,Imposition minimale annuelle des societes,,,0
6,4,6708,Rappels et degrevements d’impots sur les resultats,,,0
7,1,7,COMPTES DE PRODUITS,Income,,1
7,2,71,PRODUITS D’EXPLOITATION,,,1
7,3,711,Ventes de marchandises,,,1
7,4,7111,Ventes de marchandises au Maroc,,,0
7,4,7113,Ventes de marchandises a l’etranger,,,0
7,4,7118,Ventes de marchandises des exercices anterieurs,,,0
7,4,7119,"Rabais, remises et ristournes accordes par l’entreprise",,,0
7,3,712,Ventes de biens et services produits,,,1
7,4,7121,Ventes de biens produits au Maroc,,,1
7,5,71211,Ventes de produits finis,,,0
7,5,71212,Ventes de produits intermediaires,,,0
7,5,71217,Ventes de produits residuels,,,0
7,4,7122,Ventes de biens produits a l’etranger,,,1
7,5,71221,Ventes de produits finis,,,0
7,5,71222,Ventes de produits intermediaires,,,0
7,4,7124,Ventes de services produits au Maroc,,,1
7,5,71241,Travaux,,,0
7,5,71242,Etudes,,,0
7,5,71243,Prestations de services,,,0
7,4,7125,Ventes de services produits a l'etranger,,,1
7,5,71251,Travaux,,,0
7,5,71252,Etudes,,,0
7,5,71253,Prestations de services,,,0
7,4,7126,"Redevances pour brevets, marques, droits et valeurs similaires",,,0
7,4,7127,Ventes de produits accessoires,,,1
7,5,71271,Locations divers es recues,,,0
7,5,71272,Commissions et courtages recus,,,0
7,5,71273,Produits de services exploites dans l'interet du personnel,,,0
7,5,71275,Bonis sur reprises d'emballages consignes,,,0
7,5,71276,Ports et frais accessoires factures,,,0
7,5,71278,Autres ventes et produits accessoires,,,0
7,4,7128,Ventes de biens et services produits des exercices anterieurs,,,0
7,4,7129,"Rabais, remises et ristournes accordes par l’entreprise",,,1
7,5,71291,"R,R,R accordees sur ventes au Maroc des biens produits",,,0
7,5,71292,"R,R,R accordees sur ventes a l'etranger des biens produits",,,0
7,5,71294,"R,R,R accordees sur ventes au Maroc des services produits",,,0
7,5,71295,"R,R,R accordees sur ventes a l'etranger des services produits",,,0
7,5,71298,"Rabais, remises et ristournes accordes sur ventes de B & S produits des exercices anterieurs",,,0
7,3,713,Variation des stocks de produits,,,1
7,4,7131,Variation des stocks de produits en cours,,,1
7,5,71311,Variation des stocks de biens produits en cours,,,0
7,5,71312,Variation des stocks de produits intermediaires en cours,,,0
7,5,71317,Variation des stocks de produits residuels en cours,,,0
7,4,7132,Variation des stocks de biens produits,,,1
7,5,71321,Variation des stocks de produits finis,,,0
7,5,71322,Variation des stocks de produits intermediaires,,,0
7,5,71327,Variation des stocks de produits residuels,,,0
7,4,7134,Variation des stocks de services en cours,,,1
7,5,71341,Variation des stocks de travaux en cours,,,0
7,5,71342,Variation des stocks d'etudes en cours,,,0
7,5,71343,Variation des stocks de prestations en cours,,,0
7,3,714,Immobilisations produites par l’entreprise pour elle meme,,,1
7,4,7141,Immobilisation en non valeurs produite,,,0
7,4,7142,Immobilisations incorporelles produites,,,0
7,4,7143,Immobilisations corporelles produites,,,0
7,4,7148,Immobilisations produites des exercices anterieurs,,,0
7,3,716,Subventions d’exploitation,,,1
7,4,7161,Subventions d’exploitations recues de l’exercice,,,0
7,4,7168,Subventions d’exploitation recues des exercices anterieurs,,,0
7,3,718,Autres produits d’exploitation,,,1
7,4,7181,Jetons de presence recus,,,0
7,4,7182,Revenus des immeubles non affectes a l’exploitation,,,0
7,4,7185,Profits sur operations faites en commun,,,0
7,4,7186,Transfert de pertes sur operations faites en commun,,,0
7,4,7188,Autres produits d’exploitation des exercices anterieurs,,,0
7,3,719,"Reprise d’exploitation, transferts de charges",,,1
7,4,7191,Reprises sur amortissements de l’immobilisation en non valeurs,,,0
7,4,7192,Reprises sur amortissements des immobilisations incorporelles,,,0
7,4,7193,Reprises sur amortissements des immobilisations corporelles,,,0
7,4,7194,Reprises sur provisions pour depreciation des immobilisations,,,0
7,4,7195,Reprises sur provisions pour risques et charges,,,0
7,4,7196,Reprises sur provisions pour depreciation de l’actif circulant,,,0
7,4,7197,Transferts des charges d’exploitation,,,1
7,5,71971,"T,C,E - Achats de marchandises",,,0
7,5,71972,"T,C,E - Achats consommes de matieres et fournitures",,,0
7,5,71973,"T,C,E - Autes charges externes",,,0
7,5,71975,"T,C,E - Impots et taxes",,,0
7,5,71976,"T,C,E - Charges de personnel",,,0
7,5,71978,"T,C,E - Autres charges d'exploitation",,,0
7,4,7198,Reprises sur amortissements et provisions des exercices anterieurs,,,1
7,5,71981,Reprises sur amortissements des exercices anterieurs,,,0
7,5,71984,Reprises sur provisions des exercices anterieurs,,,0
7,2,73,PRODUITS FINANCIERS,,,1
7,3,732,Produits des titres de participation et des autres titres immobilises,,,1
7,4,7321,Revenus des titres de participation,,,0
7,4,7325,Revenus des titres immobilises,,,0
7,4,7328,Produits des titres de participation et des autres titres immobilises des exercices anterieurs,,,0
7,3,733,Gains de change,,,1
7,4,7331,Gains de change propres a l’exercice,,,0
7,4,7338,Gains de change des exercices anterieurs,,,0
7,3,738,Interets et autres produits financiers,,,1
7,4,7381,Interets et produits assimiles,,,1
7,5,73811,Interets des prets,,,0
7,5,73813,Revenus des autres creances financieres,,,0
7,4,7383,Revenus des creances rattachees a des participations,,,0
7,4,7384,Revenus des titres et valeurs de placement,,,0
7,4,7385,Produits nets sur cessions de titres et valeurs de placement,,,0
7,4,7386,Escomptes obtenus,,,0
7,4,7388,Interets et autres produits financiers des exercices anterieurs,,,0
7,3,739,"Reprises financieres, transferts de charges",,,1
7,4,7391,Reprises sur amortissements des primes de remboursement des obligations,,,0
7,4,7392,Reprises sur provisions pour depreciation des immobilisations financieres,,,0
7,4,7393,Reprises sur provisions pour risques et charges financieres,,,0
7,4,7394,Reprise sur provisions pour depreciation des titres et valeurs de placement,,,0
7,4,7396,Reprises sur provisions pour depreciation des comptes de tresorerie,,,0
7,4,7397,Transfert de charges financieres,,,1
7,5,73971,Transfert - Charges d'interets,,,0
7,5,73973,Transfert - Pertes de change,,,0
7,5,73978,Transfert - Autres charges financieres,,,0
7,4,7398,Reprises sur dotations financieres des exercices anterieurs,,,0
7,2,75,PRODUITS NON COURANTS,,,1
7,3,751,Produits des cessions d’immobilisations,,,1
7,4,7512,Produits des cessions des immobilisations incorporelles,,,0
7,4,7513,Produits des cessions des immobilisations corporelles,,,0
7,4,7514,Produits des cessions des immobilisations financieres (droits de propriete),,,0
7,4,7518,Produits des cessions des immobilisations des exercices anterieurs,,,0
7,3,756,Subventions d’equilibre,,,1
7,4,7561,Subventions d’equilibre recues de l’exercice,,,0
7,4,7568,Subventions d’equilibre recues des exercices anterieurs,,,0
7,3,757,Reprise sur subventions d’investissements,,,1
7,4,7577,Reprises sur subventions d’investissement de l’exercice,,,0
7,4,7578,Reprises sur subventions d’investissement des exercices anterieurs,,,0
7,3,758,Autres produits non courants,,,1
7,4,7581,Penalites et dedits recus,,,1
7,5,75811,Penalites recues sur marches,,,0
7,5,75812,Dedits recus,,,0
7,4,7582,Degrevement d’impots (autres qu’impots sur les resultats),,,0
7,4,7585,Rentrees sur creances soldees,,,0
7,4,7586,"Dons, liberalites et lots recus",,,1
7,5,75861,Dons,,,0
7,5,75862,Liberalites,,,0
7,5,75863,Lots,,,0
7,4,7588,Autres produits non courants des exercices anterieurs,,,0
7,4,7591,Reprises non courantes sur amortissements exceptionnels des immobilisations,,,1
7,5,75911,"R,A,E de l'mmobilisation en non valeurs",,,0
7,5,75912,"R,A,E des immobilisations incorporelles",,,0
7,5,75913,"R,A,E des immobilisations corporelles",,,0
7,4,7594,Reprises non courantes sur provisions reglementees,,,1
7,5,75941,Reprises sur amortissements derogatoires,,,0
7,5,75942,Reprises sur plus-values en instance d'imposition,,,0
7,5,75944,Reprises sur provisions pour investissements,,,0
7,5,75945,Reprises sur provisions pour reconstitution de gisements,,,0
7,5,75946,Reprises sur provisions pour acquisition et construction de logements,,,0
7,4,7595,Reprises non courantes sur provisions pour risques et charges,,,1
7,5,75955,Reprises sur provisions pour risques et charges durables,,,0
7,5,75957,Reprises sur provisions pour risques et charges momentanes,,,0
7,4,7596,Reprises non courantes sur provisions pour depreciation,,,1
7,5,75962,"R,N,C sur provisions pour depreciation de l'actif immobilise",,,0
7,5,75963,"R,N,C sur provisions pour depreciation de l'actif circulant",,,0
7,4,7597,Transferts de charges non courantes,,,0
7,4,7598,Reprises non courantes des exercices anterieurs.,,,
